_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,category,category:confidence,category_gold,id,screenname,text
662822416,false,finalized,3,2/18/2015 12:55:12,Action,0.6634,,433308496525000704,barclayswealth,Since 2004 we've invested £37.5m in the #SpacesforSport programme to help young people develop life skills. More info:http://t.co/gnlgoedq7U
662822417,false,finalized,3,2/18/2015 08:54:29,Action,0.6775,,427847075045605376,barclayswealth,Barclays Service Executives: helping you feel more secure about your finances. Find out more... #service http://t.co/hiMg3eeqkU
662822418,false,finalized,3,2/18/2015 13:45:28,Information,1.0,,422724952614506496,barclayswealth,Jaime Arguello examines whether 2014 is the right time to seek opportunities in #EmergingMarkets. http://t.co/4YwH59RK65
662822419,false,finalized,3,2/18/2015 12:02:15,Information,1.0,,411854406083424256,barclayswealth,"Student of the Year Awards for Island's exceptional young people, as we proudly sponsored for the 17th consecutive yr.http://t.co/ThFeBVRcpC"
662822420,false,finalized,3,2/18/2015 12:56:10,Information,1.0,,411541739913363456,barclayswealth,Young people at the focus  4 local charities have been awarded funding at the 2013 Barclays Community Awards event. http://t.co/KKYEizko9H
662822421,false,finalized,3,2/18/2015 11:25:06,Information,1.0,,407890580275212288,barclayswealth,We are delighted to have been ranked best wealth manager on social in the 2013 MyPrivateBanking report. @MPB_Research http://t.co/1JqEWdUEl1
662822422,false,finalized,3,2/18/2015 13:35:16,Information,1.0,,403889739860049920,barclayswealth,"Barclays &amp  @BGF_team #EntrepreneursIndex report launches on Mon, looking at levels of entrepreneurial activity in the UK &amp  Ireland."
662822423,false,finalized,3,2/18/2015 13:59:41,Information,1.0,,400972311081529344,barclayswealth,Proud to sponsor @BVCA Conference today. Lots of thought provoking content for the private equity industry. http://t.co/3quSldCkdj
662822424,false,finalized,3,2/18/2015 12:19:14,Information,1.0,,382112704330485760,barclayswealth,“Employers must now address the fundamental landscape change in workforce requirements and demands”: Zain Wadee http://t.co/EWnxl8e78H
662822425,false,finalized,3,2/18/2015 12:24:58,Action,1.0,,381783936755851264,barclayswealth,Gen Y: 65% seek financial education &amp  guidance says latest research. View our infographic for more details. http://t.co/Lq2539U7W1
662822426,false,finalized,3,2/18/2015 12:38:30,Action,1.0,,381765347348848640,barclayswealth,Visit us at stand 310 @eb__live  to see a new way of approaching benefits in the workplace. #EBlive2013
662822427,false,finalized,3,2/18/2015 13:59:41,Information,1.0,,381433160472748032,barclayswealth,Why benefit strategies are failing younger workers. Are they fit for purpose? #employeeengagment http://t.co/DflYI24Muc
662822428,false,finalized,3,2/18/2015 07:00:31,Information,1.0,,381413995133296640,barclayswealth,"Gen X places importance on company pension schemes  77% value this, 69% value flexible working hours finds report. http://t.co/44xL64knF0"
662822429,false,finalized,3,2/18/2015 08:59:02,Information,1.0,,381119417217982464,barclayswealth,"Baby Boomers: Least demanding generation, 71% value their company pension scheme &amp  57% career development says report http://t.co/uLfgPZ14hX"
662822430,false,finalized,3,2/18/2015 12:13:10,Information,1.0,,380768820329459712,barclayswealth,Latest research finds over 90% of employees from all generations have no access to work-based financial guidance. http://t.co/SuyTDLPt8f
662822431,false,finalized,3,2/18/2015 09:36:53,Information,1.0,,380741852858970112,barclayswealth,Employee benefits failing to meet expectations of today’s multigenerational workforce. #employeeengagment http://t.co/CE5JmPcC2t
662822432,false,finalized,3,2/18/2015 06:49:43,Action,1.0,,380374244540293120,barclayswealth,#Barclays will be @eb__live join us &amp  discover a new way to approach workplace benefits. Register to join #EBLive2013 http://t.co/ErmGCX2RGv
662822433,false,finalized,3,2/18/2015 14:06:43,Information,1.0,,378558948728905728,barclayswealth,Does your benefits package meet needs of younger workers? New Barclays report suggests employers need to adapt. http://t.co/tgJvgTVlzM
662822434,false,finalized,3,2/18/2015 11:32:54,Information,1.0,,378157925472423936,barclayswealth,65% of Gen Y employees would value financial education or guidance in the workplace  83% say it's unvailable to them. http://t.co/w9EnRdi25p
662822435,false,finalized,3,2/18/2015 11:27:02,Information,1.0,,377356676883820544,barclayswealth,One-size-fits-all employee benefits fail to meet needs of younger employees in workplace: Says new Barclays research. http://t.co/iydcirSpeu
662822436,false,finalized,3,2/18/2015 13:05:49,Action,1.0,,317275663411343360,barclayswealth,Do you know the simple safety checks to make on your bike? Check out our video to find out more. http://t.co/wLBJaDxSmT
662822437,false,finalized,3,2/18/2015 04:40:58,Information,1.0,,316974057977442304,barclayswealth,"Entrepreneurial activity in the industrial sector up by 30%, shows our latest Entrepreneurs Index. http://t.co/lJh4GmaSLs"
662822438,false,finalized,3,2/18/2015 10:34:41,Action,1.0,,316592532454780928,barclayswealth,‘Get on your bike’ - the benefits of cycling from health &amp  freedom through to environment &amp  cost.Watch the video here http://t.co/MhoQFPOw
662822439,false,finalized,3,2/18/2015 12:38:30,Information,1.0,,316499296977555456,barclayswealth,Entrepreneurial activity on the up in last six months of 2012 http://t.co/Sxfx9xDl94 Barclays Entrepreneurs Index in City AM
662822440,false,finalized,3,2/18/2015 12:59:18,Information,1.0,,316227431197454336,barclayswealth,Resurgence in entrepreneurial activity across UK &amp  Ireland as shareholder changes increase http://t.co/elANBEsyIS
662822441,false,finalized,3,2/18/2015 12:23:34,Information,1.0,,316133417211273216,barclayswealth,Our 2nd report in our Entrepreneurs Index series shows resurgence in entrepreneurial activity from H2 2011 to H2 2012 http://t.co/RXSZsHqtMq
662822442,false,finalized,3,2/18/2015 08:42:42,Action,0.6775,,315128150663258112,barclayswealth,"Look out for the 2nd report in our Entrepreneurs Index series on Monday, which tracks entrepreneurial activity across the UK &amp  Ireland."
662822443,false,finalized,3,2/18/2015 12:23:38,Information,1.0,,279133792273326080,barclayswealth,Barclays Wealth tops Customer Service Awards. http://t.co/muPHJ7Cg
662822444,false,finalized,3,2/18/2015 13:57:47,Information,1.0,,278544870900133888,barclayswealth,Helping you make sense of Philanthropy... http://t.co/BlFchVO2
662822445,false,finalized,3,2/18/2015 07:00:46,Action,1.0,,274600992023138304,barclayswealth,Check out the video highlights of the exclusive #OpenOutcry event @GregBDavies http://t.co/cJ03VkcR
662822446,false,finalized,3,2/18/2015 13:42:04,Action,1.0,,274243571652120576,barclayswealth,Take a look at the highlights of the exclusive event #OpenOutcry the reality opera @GregBDavies http://t.co/U9rM2z18
662822447,false,finalized,3,2/18/2015 12:19:32,Information,1.0,,270947676546277376,barclayswealth,Two STEP student awards for Barclays Wealth and Investment Management. http://t.co/DduRNDz7
662822448,false,finalized,3,2/18/2015 12:39:19,Information,1.0,,238972542713462784,barclayswealth,Barclays Wealth and Investment Management sponsors Isle of Man Student of the Year awards. http://t.co/5ZI7shpM
662822449,false,finalized,3,2/18/2015 11:59:21,Information,1.0,,238353233876246528,barclayswealth,Barclays Wealth and Investment Management sponsors IOD Seminar on the Director's role in managing risk. http://t.co/nXWDM1kV
662822450,false,finalized,3,2/18/2015 06:55:01,Information,1.0,,226359063494135808,barclayswealth,Investors' biggest concerns focus on the developed world – the euro's existential... http://t.co/sFVKc7l0
662822451,false,finalized,3,2/18/2015 08:53:57,Information,1.0,,215728732047028224,barclayswealth,Our Behavioural Finance Specialists have developed a unique proprietary... http://t.co/TZ0lUIv3
662822452,false,finalized,3,2/18/2015 12:19:49,Information,1.0,,184349290729193472,barclayswealth,RT WSJ Wealth Report Do the Rich Work Less as Their Taxes Increase? http://t.co/3tKQxy6d
662822453,false,finalized,3,2/18/2015 08:56:02,Information,1.0,,157531104721641472,barclayswealth,RT WSJ Wealth Report Did The Rich Get Rich From Hard Work or ?Connections? ? http://t.co/wwKijiMZ
662822454,false,finalized,3,2/18/2015 03:55:40,Action,0.6695,,156676063777390592,barclayswealth,"Buy Businesses, Not Governments. http://t.co/DJBG9BUx"
662822455,false,finalized,3,2/18/2015 08:41:40,Information,1.0,,136797037160177664,barclayswealth,FT Eurozone Blog: Africa rebuffs Cameron’s gay rights gambit http://t.co/e7VTs4fI
662822456,false,finalized,3,2/18/2015 13:43:30,Information,1.0,,136088737540096000,barclayswealth,Over a third of global wealthy do not trust the next generation to safeguard their wealth http://t.co/PHTM2BO2
662822457,false,finalized,3,2/18/2015 13:36:04,Information,1.0,,122379995820736512,barclayswealth,Barclays Wealth Blog Communication breakdown? - Our usual stoicism has been tested somewhat these last two weeks. We... http://t.co/xpzfQPsU
662822458,false,finalized,3,2/18/2015 09:10:34,Information,1.0,,122304121201102848,barclayswealth,Barclays Wealth backs Student of the Year awards. http://ow.ly/6Qpkc
662822459,false,finalized,3,2/18/2015 12:40:01,Information,1.0,,122017461364207616,barclayswealth,RT WSJ Wealth Report Steve Jobs Can Still Become a Great Philanthropist http://t.co/l3jjmAF4
662822460,false,finalized,3,2/18/2015 13:40:34,Information,1.0,,114326042306555904,barclayswealth,Spain to Sell Government Bonds Amid Systemic-Risk Threat. http://ow.ly/6vb21
662822461,false,finalized,3,2/18/2015 10:34:41,Information,1.0,,96380859275415552,barclayswealth,RT WSJ Wealth Report Government Defines Who is 'Family' for the Rich http://ow.ly/1dZvNM
662822462,false,finalized,3,2/18/2015 08:55:25,Information,1.0,,93120373469614080,barclayswealth,RT WSJ Wealth Report How to Marry Rich in China - A new school called in Beijing called the Moral Education Center f... http://ow.ly/1dRQ4M
662822463,false,finalized,3,2/18/2015 12:21:38,Information,1.0,,90778660759535616,barclayswealth,Barclays Wealth’s Global Client Service Centres won UK Customer Experience Award in Financial Services at 2011 UK Customer Experience Awards
662822464,false,finalized,3,2/18/2015 04:00:06,Information,1.0,,90778200325619712,barclayswealth,Barclays Wealth was named Wealth Manager of the Year for the third consecutive year at the 2011 Global Investor Awards. http://owl.li/5ClLv
662822465,false,finalized,3,2/18/2015 11:12:42,Information,1.0,,88919653417623552,barclayswealth,"Barclays Wealth continues to recommend developed equities, despite volatile markets. http://owl.li/5yEqr"
662822466,false,finalized,3,2/18/2015 04:31:51,Information,1.0,,75595096397066240,barclayswealth,Barclays Wealth partners with Museum of Liverpool for exhibition sponsorship. http://owl.li/56MzX
662822467,false,finalized,3,2/18/2015 12:25:07,Information,1.0,,73549951174590464,barclayswealth,"RT WSJ Wealth Report The Rich Use the Web Mostly for Money, Food & Porn http://ow.ly/1cS37H"
662822468,false,finalized,3,2/18/2015 13:21:02,Information,1.0,,13279901117317120,barclayswealth,Foundations and endowments need to reconsider their investment approach in a low return environment. http://ow.ly/3nfch
662822469,false,finalized,3,2/18/2015 13:14:03,Information,1.0,,12535496513159168,barclayswealth,The Global Culture of Philanthropy and Attitudes to Giving. http://ow.ly/3lURy
662822470,false,finalized,3,2/18/2015 06:45:28,Information,1.0,,24401760191,barclayswealth,RT @WSJWealthReport Are Rich Donors Ruining Higher Education? http://ow.ly/18ZjxN
662822471,false,finalized,3,2/18/2015 08:58:20,Information,1.0,,21655874522,barclayswealth,Barclays Wealth supports 'Women of The Year Awards'. http://ow.ly/2sknz
662822472,false,finalized,3,2/18/2015 09:02:40,Action,1.0,,15254146212,barclayswealth,RT @BarclaysStock: Have a look at the top ten most popular stocks in our Top Ten Trades from the last week http://bit.ly/cpdycq
662822473,false,finalized,3,2/18/2015 12:33:10,Information,1.0,,15031985088,barclayswealth,"RT @BarclaysStock: Investment ViewPoint: Comment looks at activity driving market sentiment, at home and away. http://tinyurl.com/34e9pv2"
662822474,false,finalized,3,2/18/2015 12:15:13,Information,1.0,,14832380886,barclayswealth,"Hard-working wealth, holistic wealth or co-operative wealth? The three themes for the future. http://ow.ly/1QB6Y"
662822475,false,finalized,3,2/18/2015 04:32:21,Information,1.0,,14822378523,barclayswealth,The emergence of the active investor - managing financial affairs is a daily routine for many. http://ow.ly/1QwTS
662822476,false,finalized,3,2/18/2015 08:44:11,Information,1.0,,12093237809,barclayswealth,"Barclays Wealth's Aaron Gurwitz is urging clients to stick with US equities, particularly those of developed economies. http://su.pr/17UUZi"
662822477,false,finalized,3,2/18/2015 13:44:41,Information,1.0,,12035760722,barclayswealth,Barclays Wealth Gives Groudle Glen Railway A Spring Spruce-Up. Staff volunteers from Barclays Wealth have been working...http://su.pr/1se57I
662822478,false,finalized,3,2/18/2015 12:37:21,Information,1.0,,11522961801,barclayswealth,"RT @bbcbusiness UK manufacturing activity grew at its fastest for 15 years in Mar, according to closely-watched survey http://bit.ly/axwoCE"
662822479,false,finalized,3,2/18/2015 13:36:43,Information,1.0,,8863188893,barclayswealth,RT @WSJWealthReport Millionaire Says Money ‘Prevents Happiness’ http://ow.ly/16xhzW
662822480,false,finalized,3,2/18/2015 12:35:11,Information,1.0,,8819406687,barclayswealth,RT @WSJWealthReport America’s Top 50 Philanthropists Gave Less in 2009 http://ow.ly/16wPkH
662822481,false,finalized,3,2/18/2015 06:48:38,Information,1.0,,7230039218,barclayswealth,Barclays Wealth sponsorship of Spectator online Book Club - Barclays Wealth sponsors Spectator's literary online in... http://ow.ly/16f9D2
662822482,false,finalized,3,2/18/2015 09:14:14,Information,1.0,,6002176968,barclayswealth,Matt Brady on #philanthropy: Charitable Giving In Tough Times http://su.pr/7qQvp1
662822483,false,finalized,3,2/18/2015 08:40:48,Information,1.0,,5823283549,barclayswealth,Barclays Wealth looks at the current state of Guernsey's finance community http://ow.ly/Djqj
662822484,false,finalized,3,2/18/2015 12:51:50,Information,1.0,,5803288730,barclayswealth,Barclays Wealth Hosts Excellence Awards in Isle of Man http://ow.ly/D7Mr
662822485,false,finalized,3,2/18/2015 11:27:23,Information,1.0,,5798714141,barclayswealth,'Philanthropology: The Evolution of Giving' - Barclays Wealth identifies the characteristics of wealthy philanthropists. http://su.pr/9L1oeg
662822486,false,finalized,3,2/18/2015 14:03:03,Information,1.0,,5793576914,barclayswealth,"Record number of charities enter the 2009 Barclays Wealth Community Awards in Jersey, Channel Islands http://ow.ly/CZIy"
662822487,false,finalized,3,2/18/2015 05:20:22,Information,1.0,,5774908419,barclayswealth,RT @WSJWealthReport Does the Gates Foundation Need a $500 Million Complex? http://ow.ly/1625QH
662822488,false,finalized,3,2/18/2015 04:20:59,Information,0.6573,,5268770182,barclayswealth,RT @wealthinsights: Philanthropy's Challenge: Can Passion Overcome Pessimism? http://ow.ly/xmvR
662822489,false,finalized,3,2/18/2015 12:38:44,Information,1.0,,5227763215,barclayswealth,BW  wins Best Leadership Team in Global Private Banking in Geneva sponsored by The Banker & Professional Wealth Management magazines
662822490,false,finalized,3,2/18/2015 06:48:57,Information,1.0,,5205983341,barclayswealth,RT @WSJWealthReport Charitable Gifts to Drop 9% in 2009 - The Chronicle of Philanthropy says giving to the 400 larg... http://ow.ly/15XDQ3
662822491,false,finalized,3,2/18/2015 13:23:48,Information,1.0,,4914673694,barclayswealth,RT @WSJEconomy: Euro Zone Posts Trade Deficit http://bit.ly/sjlI2
662822492,false,finalized,3,2/18/2015 08:40:24,Information,0.6643,,4885333288,barclayswealth,RT @FT: The number of people out of work in Britain has fallen for the first time since spring 2008.. http://bit.ly/rIvTJ
662822493,false,finalized,3,2/18/2015 09:20:13,Information,1.0,,3978580446,barclayswealth,"AN AMBITIOUS younger breed of wealthy #philanthropists, known as  go givers  are emerging despite the recession http://su.pr/4ekTce"
662822494,false,finalized,3,2/18/2015 12:50:18,Information,1.0,,3892252109,barclayswealth,Isle of Man News: Barclays Wealth launches student of the year awards http://su.pr/7yGDT5
662822495,false,finalized,3,2/18/2015 06:56:44,Information,1.0,,2235515913,barclayswealth,WealthBriefing: Barclays Wealth bullish on philanthropy http://bit.ly/aOLUm
662822496,false,finalized,3,2/18/2015 04:33:37,Action,1.0,,2222122133,barclayswealth,See our daily research showing recent market developments http://bit.ly/BbOjj
662822497,false,finalized,3,2/18/2015 13:39:06,Information,1.0,,460826544681025536,barclayswealth,"Five days to go till the Barclays #JerseyBoatShow. We return with a weekend packed with energy, events and activity. http://t.co/U8YyxdwCv5"
662822498,false,finalized,3,2/18/2015 09:17:10,Information,0.6569,,75857854891954176,barclayswealth,"#HayFestival calling all young people 9+ aspiring film makers, learn how to storyboard at Elmley Foundation Theatre #hay http://owl.li/57pxF"
662822499,false,finalized,3,2/18/2015 03:56:03,Information,1.0,,382192587136065536,barclayswealth,The Maturist: Concerned about pensions &amp  savings. Research shows their values have shaped today’s workplace. http://t.co/ZqrjJ8hyYm
662822500,false,finalized,3,2/18/2015 12:24:58,Information,0.6656,,317631171251011584,barclayswealth,‘The road to safer cycling’  the latest video from our ‘Cycle and the City’ series on how to navigate the road safely http://t.co/yQo7KWNlIM
662822501,false,finalized,3,2/18/2015 13:06:49,Information,1.0,,137182311782428672,barclayswealth,"Developed countries display higher levels of uncertainty in next generation looking after wealth: Australia 59%, US 61% http://t.co/r5r5Ib7o"
662822502,false,finalized,3,2/18/2015 04:23:29,Information,1.0,,347692024822120448,barclayswealth,Entrepreneurship responsible for most UK wealth – Barclays Wealth Insights. http://t.co/fZkE1ReDaR
662822503,false,finalized,3,2/18/2015 05:25:14,Information,0.6614,,347380712242044928,barclayswealth,@GregBDavies discusses investing on behalf of someone else or an institution – how much risk is right? http://t.co/SRNMWb1QVa
662822504,false,finalized,3,2/18/2015 08:43:24,Information,1.0,,320226486927888384,barclayswealth,Overcoming the cost of being human… http://t.co/LhNC2PldG1
662822505,false,finalized,3,2/18/2015 06:43:40,Information,1.0,,319156268965171200,barclayswealth,Entrepreneurial activity in tech sector up by 40% on 201 shows the 2nd report in Barclays Entrepreneurs Index series http://t.co/8rWMXFOhPu
662822506,false,finalized,3,2/18/2015 12:56:33,Information,1.0,,9229858067,barclayswealth,"Gay, Lesbian Workers Increasingly At Home In the City http://ow.ly/18aWf"
662822507,false,finalized,3,2/18/2015 05:04:52,Information,1.0,,7519261606,barclayswealth,"The economic recovery “is fairly mediocre by historical standards, says Michael Dicks http://ow.ly/UcvA"
662822508,false,finalized,3,2/18/2015 14:03:42,Information,1.0,,15684323255,barclayswealth,RT @BarclaysStock: most popular trades from last week. Top Ten buys and sells http://bit.ly/6BQNBV
662822509,false,finalized,3,2/18/2015 13:16:11,Information,1.0,,4340168104,barclayswealth,RT @BarclaysStock: FOMC left rates unchanged following meeting but said economic activity had picked up following the severe downturn
662822510,false,finalized,3,2/18/2015 13:45:28,Information,1.0,,382586882720555008,barclayswealth,Latest research shows Gen Z values flexible working &amp  access to career development. Are said to be socially aware. http://t.co/PivSYEACdw
662822511,false,finalized,3,2/18/2015 08:51:54,Information,1.0,,348092608070946816,barclayswealth,Barclays are proud sponsors of Legal Week Private Client Forum: The evolution of wealth taking place 31/10 - 2/11. http://t.co/NMfnjZrG8o
662822512,false,finalized,3,2/18/2015 12:12:03,Information,0.6731,,321973302111387648,barclayswealth,Numbers in safety – welcome to the weird and wonderful world of the gilt market. http://t.co/V2swkNiiRQ
662822513,false,finalized,3,2/18/2015 13:58:41,Action,0.664,,289101161057902592,barclayswealth,Are you a woman thinking of planning your finances better in 2013? The @BWSmartWoman community are there to support you http://t.co/ikjD7RLy
662822514,false,finalized,3,2/18/2015 09:15:57,Information,1.0,,15787266009,barclayswealth,"RT @WSJWealthReport Wealthy Give More Overseas, Less to Education, Religion http://ow.ly/17FYeA"
662822515,false,finalized,3,2/18/2015 10:31:39,Information,1.0,,12433725996,barclayswealth,"Aaron Gurwitz, head of investment strategy, is fairly optimistic that the global economic recovery will stay on track http://ow.ly/1A2rK"
662822516,false,finalized,3,2/18/2015 04:19:38,Information,1.0,,6057240668,barclayswealth,RT @WSJWealthReport A Stock Exchange for Charities - One of the biggest problems for philanthropists is finding the... http://ow.ly/164iDD
662822517,false,finalized,3,2/18/2015 13:41:47,Information,1.0,,4349686428,barclayswealth,RT BarclaysStockTrade RBS covered warrants for £1 for a limited time only http://su.pr/AjFlB9
662822518,false,finalized,3,2/18/2015 08:34:09,Information,0.6643,,4340186009,barclayswealth,RT @BarclaysStock: We consider how the global recession has developed and look ahead to the G20 summit http://bit.ly/OaYh7
662822519,false,finalized,3,2/18/2015 13:36:31,Information,1.0,,76573935306682368,barclayswealth,#HayFestival award-winning folk #ElizaCarthyBand playing tonight in #BarclaysWealth Pavilion at 20:00 #hay - http://owl.li/58Hn9
662822520,false,finalized,3,2/18/2015 14:04:25,Information,1.0,,5360633199,barclayswealth,The Luxury Network marketing group launches in the UAE http://ow.ly/yydb
662822521,false,finalized,3,2/18/2015 04:34:55,Information,1.0,,193142436120379392,barclayswealth,RT WSJ Wealth Report Is It Fair to Call Romney a 'Silver Spoon?' http://t.co/3CNv9VrM
662822522,false,finalized,3,2/18/2015 08:42:10,Information,1.0,,76634562301669376,barclayswealth,#HayFestival Reading of children? classic Good Night Mr Tom in #BarclaysWealth Pavilion today #hay - http://owl.li/58Hna
662822523,false,finalized,3,2/18/2015 14:03:10,Information,1.0,,6078982489,barclayswealth,Barclays Wealth wins 'Most Integrated Consumer Campaign' at recent Marketing Effectiveness Awards.
662822524,false,finalized,3,2/18/2015 06:50:57,Information,1.0,,5015436970,barclayswealth,RT @FT: UK public finances suffer as tax revenues tumble: Government borrowing rises to £77.3bn in the first six months.http://bit.ly/1Q1lnb
662822525,false,finalized,3,2/18/2015 09:14:14,Information,1.0,,2441163669,barclayswealth,Isle of Man News: Barclays Wealth supports environmental and social awareness programme http://bit.ly/iEHqr
662822526,false,finalized,3,2/18/2015 14:03:10,Dialogue,0.6606,,464783878289633280,barclayswealth,"You’ve seen the @ST_FastTrack 100 list, now let's celebrate the best of the best. Good luck to all nominees at the award ceremony on May 13."
662822527,false,finalized,3,2/18/2015 09:04:48,Information,1.0,,431735375384834048,barclayswealth,"Derek White: ‘We are still learning, understanding and evolving how to engage and support the start-up community’. #SeedcampLive"
662822528,false,finalized,3,2/18/2015 04:33:37,Information,0.6679,,431735024434823168,barclayswealth,"@cee: ‘We are more than simply an accelerator, we create ecosystems that function as support networks for start-ups globally.’ #SeedcampLive"
662822529,false,finalized,3,2/18/2015 12:24:43,Information,1.0,,385786123177701376,barclayswealth,Barclays Wealth and Investment Management win at the European Contact Centre and Customer Service Awards
662822530,false,finalized,3,2/18/2015 09:34:21,Information,1.0,,137559328541519872,barclayswealth,Global wealthy advise children to learn languages for success. 68% say English is vital  Britons say Chinese. http://t.co/6gDzSVOi
662822531,false,finalized,3,2/18/2015 08:45:00,Information,1.0,,128444846972223488,barclayswealth,Isle of Man: Local school children have been 'showing racism the red card' with the help of three former professional footballers and...
662822532,false,finalized,3,2/18/2015 12:21:44,Information,1.0,,115733395442638848,barclayswealth,New report highlights 100bn impact of major social issues and emphasises importance of early intervention http://t.co/AkskkGNh
662822533,false,finalized,3,2/18/2015 10:26:15,Action,1.0,,386164065468682240,barclayswealth,"Barclays research shows 4 attitudes to financial planning, which does your workforce have? http://t.co/jmhLI5PsJP http://t.co/niyWLlNL0V"
662822534,false,finalized,3,2/18/2015 04:26:49,Information,0.6573,,249048116865687552,barclayswealth,"Fantastic awards ceremony, Wealth Advisory proud to have been a finalist @ the STEP Private Client Awards @STEPsociety http://t.co/LYO7KzVw"
662822535,false,finalized,3,2/18/2015 06:57:59,Action,0.6747,,116134055279472640,barclayswealth,Read how private funders are well placed to invest in innovative approaches to help tackle social problems. http://ow.ly/6zmwZ
662822536,false,finalized,3,2/18/2015 08:36:30,Information,1.0,,58235614281207808,barclayswealth,RT WSJ Wealth Report Is Government Behind the Rising Fortunes of the Rich? http://ow.ly/1caz9c
662822537,false,finalized,3,2/18/2015 06:57:59,Information,1.0,,9619616225,barclayswealth,Barclays Wealth wins 'Best Overall Private Bank in the UK' at the Euromoney Private Banking Awards.
662822538,false,finalized,3,2/18/2015 13:49:45,Dialogue,0.6666,,466327483181436928,barclayswealth,"After an exciting day we would like to thank guests for attending, followers for tuning in &amp  congratulations to the winners on their award."
662822539,false,finalized,3,2/18/2015 05:24:22,Dialogue,0.6747,,466325870194741248,barclayswealth,Congratulations to Julie Deane of @CamSatchelCo for winning the Barclays Outstanding Achievement Award. #FastTrack100 #entrepreneurs #sme
662822540,false,finalized,3,2/18/2015 12:32:09,Dialogue,0.6628,,466325007388643328,barclayswealth,Congratulations to the team @theLoungers for winning the Barclays Ones to Watch Award. #FastTrack100 #entrepreneurs #sme
662822541,false,finalized,3,2/18/2015 08:53:15,Information,1.0,,466322835242512384,barclayswealth,"The moment you've been waiting for is here, 7 awards to be won. We will be presenting 'Outstanding Achievement' and 'Ones to Watch'."
662822542,false,finalized,3,2/18/2015 09:11:43,Action,1.0,,466278101392314368,barclayswealth,"As the Q&amp A's come to an end we look forward to the awards ceremony later this evening, stay tuned and good luck to all the nominees."
662822543,false,finalized,3,2/18/2015 13:58:17,Information,0.6967,,466273015656091648,barclayswealth,@RichardBranson:  90% of my time is spent on tackling world problems. E.g. I work with @globalcdp on the war against drugs in South America.
662822544,false,finalized,3,2/18/2015 08:51:36,Information,0.6643,,466265130402328576,barclayswealth,"Response from @RichardBranson:  Find someone to step into our shoes to free you up, think about the bigger picture.  #FastTrack100"
